user_id,total_orders,avg_days_between_orders
412,5,21.25
413,21,8.0
414,4,26.666666666666668
415,7,16.666666666666668
416,4,27.666666666666668
417,10,20.22222222222222
418,9,22.25
419,25,10.166666666666666
420,23,11.136363636363637
421,4,21.333333333333332
422,28,9.296296296296296
423,43,8.69047619047619
424,5,18.5
425,8,14.714285714285714
426,14,16.076923076923077
427,9,21.0
428,4,30.0
429,30,11.931034482758621
430,9,10.375
431,10,8.555555555555555
432,53,6.480769230769231
433,6,19.2
434,5,11.25
435,14,14.461538461538462
436,17,9.625
437,20,16.526315789473685
438,12,8.727272727272727
439,10,19.333333333333332
440,19,8.555555555555555
441,15,21.5
442,13,18.5
443,11,14.5
444,43,5.619047619047619
445,5,21.75
446,9,24.0
447,6,18.2
448,34,10.181818181818182
449,22,10.142857142857142
450,18,16.764705882352942
451,33,9.28125
452,25,5.75
453,14,18.307692307692307
454,55,6.407407407407407
455,8,3.5714285714285716
456,7,18.166666666666668
457,5,18.5
458,15,14.928571428571429
459,24,11.869565217391305
460,4,27.666666666666668
461,5,29.5
462,60,5.711864406779661
463,8,19.0
464,50,7.428571428571429
465,41,8.25
466,32,11.483870967741936
467,6,10.6
468,7,27.166666666666668
469,9,23.25
470,17,7.5625
471,7,10.833333333333334
472,5,26.0
473,12,7.7272727272727275
474,30,7.793103448275862
475,29,9.464285714285714
476,17,16.0625
477,5,12.25
478,9,19.0
479,24,13.956521739130435
480,13,4.083333333333333
481,36,10.0
482,10,16.22222222222222
483,10,15.0
484,11,23.9
485,13,12.083333333333334
486,13,20.25
487,34,9.848484848484848
488,7,24.166666666666668
489,8,17.142857142857142
490,4,19.666666666666668
491,4,27.333333333333332
492,6,9.8
493,8,11.571428571428571
494,4,19.0
495,25,13.416666666666666
496,83,3.4146341463414633
497,10,11.88888888888889
498,13,20.5
499,7,5.0
500,4,15.666666666666666
501,7,24.833333333333332
502,8,17.571428571428573
503,37,10.0
504,5,25.0
505,4,20.666666666666668
506,5,25.5
507,8,9.142857142857142
508,20,11.631578947368421
509,12,20.181818181818183
510,10,5.666666666666667
511,6,22.6
512,5,20.25
513,4,12.666666666666666
514,6,9.8
515,20,12.421052631578947
516,94,3.924731182795699
517,5,9.0
518,6,24.4
519,11,15.6
520,30,11.206896551724139
521,7,23.166666666666668
522,11,23.1
523,13,20.25
524,6,26.4
525,37,10.0
526,5,17.25
527,4,29.333333333333332
528,35,10.411764705882353
529,51,6.38
530,4,7.0
531,30,11.793103448275861
532,5,23.5
533,5,21.25
534,8,17.142857142857142
535,29,8.714285714285714
536,4,25.333333333333332
537,6,13.8
538,27,13.115384615384615
539,18,17.764705882352942
540,6,14.0
541,6,22.4
542,4,14.666666666666666
543,12,13.545454545454545
544,5,15.75
545,5,12.0
546,7,26.166666666666668
547,11,5.8
548,8,19.0
549,11,16.9
550,5,13.5
551,11,20.8
552,13,13.0
553,10,20.77777777777778
554,7,25.666666666666668
555,12,18.545454545454547
556,4,3.0
557,6,25.4
558,28,7.185185185185185
559,23,12.454545454545455
560,35,7.735294117647059
561,5,20.75
562,52,4.568627450980392
563,6,11.6
564,10,23.77777777777778
565,6,17.2
566,14,19.846153846153847
567,22,15.047619047619047
568,11,15.0
569,4,30.0
570,7,17.333333333333332
571,7,19.5
572,4,8.0
573,16,13.733333333333333
574,12,15.181818181818182
575,5,22.0
576,7,26.833333333333332
577,6,13.8
578,4,17.666666666666668
579,4,28.333333333333332
580,22,15.333333333333334
581,4,30.0
582,22,15.142857142857142
583,35,9.823529411764707
584,9,12.125
585,12,19.272727272727273
586,5,20.5
587,13,12.583333333333334
588,19,12.555555555555555
589,5,14.75
590,5,12.5
591,8,3.4285714285714284
592,5,21.25
593,18,16.352941176470587
594,6,28.2
595,8,24.428571428571427
596,65,5.625
597,8,23.0
598,8,11.0
599,33,5.40625
600,8,8.857142857142858
601,10,15.666666666666666
602,8,8.0
603,6,21.8
604,28,12.518518518518519
605,6,19.0
606,31,9.766666666666667
607,11,16.6
608,14,18.615384615384617
609,19,18.22222222222222
610,4,11.333333333333334
611,17,13.8125
612,40,8.76923076923077
613,13,7.916666666666667
614,4,26.666666666666668
615,5,25.5
616,29,10.964285714285714
617,11,7.1
618,28,10.814814814814815
619,5,23.0
620,6,29.6
621,5,22.5
622,6,24.2
623,12,19.363636363636363
624,7,22.333333333333332
625,4,17.666666666666668
626,95,2.74468085106383
627,4,30.0
628,4,26.333333333333332
629,8,23.142857142857142
630,42,8.463414634146341
631,8,19.0
632,6,16.0
633,5,23.25
634,12,13.363636363636363
635,24,14.782608695652174
636,22,12.952380952380953
637,18,13.588235294117647
638,21,14.2
639,4,13.0
640,4,10.333333333333334
641,30,8.206896551724139
642,7,20.5
643,10,19.22222222222222
644,4,6.333333333333333
645,40,6.717948717948718
646,57,6.482142857142857
647,10,13.0
648,5,24.0
649,46,8.066666666666666
650,10,16.0
651,15,6.071428571428571
652,96,3.610526315789474
653,26,12.04
654,9,8.5
655,79,4.67948717948718
656,4,23.0
657,31,9.333333333333334
658,33,11.15625
659,4,21.0
660,10,21.444444444444443
661,10,13.11111111111111
662,13,13.916666666666666
663,5,17.25
664,8,23.714285714285715
665,22,13.095238095238095
666,4,30.0
667,76,4.493333333333333
668,15,18.0
669,29,8.107142857142858
670,6,19.6
671,9,25.125
672,19,14.38888888888889
673,7,18.666666666666668
674,5,7.5
675,11,22.0
676,12,21.818181818181817
677,6,20.6
678,22,11.571428571428571
679,9,21.0
680,7,19.5
681,6,10.8
682,20,12.736842105263158
683,7,20.0
684,27,7.1923076923076925
685,5,20.5
686,4,18.0
687,20,13.210526315789474
688,64,4.238095238095238
689,4,30.0
690,100,3.393939393939394
691,23,13.772727272727273
692,12,19.818181818181817
693,6,13.4
694,9,22.625
695,4,4.333333333333333
696,39,9.210526315789474
697,6,17.2
698,6,28.6
699,37,9.86111111111111
700,9,2.25
701,8,25.714285714285715
702,27,11.73076923076923
703,10,7.222222222222222
704,7,15.5
705,7,17.833333333333332
706,11,17.9
707,13,19.416666666666668
708,15,20.785714285714285
709,6,6.8
710,17,15.875
711,6,12.8
712,5,30.0
713,16,12.8
714,16,17.133333333333333
715,14,15.615384615384615
716,5,11.75
717,8,9.428571428571429
718,4,29.333333333333332
719,73,5.027777777777778
720,24,14.608695652173912
721,19,10.5
722,9,16.375
723,14,19.384615384615383
724,4,22.333333333333332
725,10,13.11111111111111
726,8,19.142857142857142
727,22,16.61904761904762
728,19,17.38888888888889
729,60,6.169491525423729
730,12,18.727272727272727
731,10,14.88888888888889
732,42,8.902439024390244
733,5,19.5
734,8,14.714285714285714
735,10,7.777777777777778
736,4,24.0
737,16,11.333333333333334
738,8,25.428571428571427
739,4,30.0
740,6,8.2
741,30,7.827586206896552
742,14,18.076923076923077
743,6,16.0
744,6,22.0
745,10,8.11111111111111
746,9,16.0
747,8,21.142857142857142
748,4,14.666666666666666
749,10,11.777777777777779
750,4,22.0
751,7,29.666666666666668
752,12,17.181818181818183
753,4,30.0
754,14,20.53846153846154
755,13,10.416666666666666
756,22,8.952380952380953
757,6,15.2
758,34,9.848484848484848
759,4,25.333333333333332
760,5,11.0
761,9,18.875
762,47,7.521739130434782
763,4,21.333333333333332
764,4,9.0
765,6,21.4
766,16,5.333333333333333
767,32,7.67741935483871
768,34,7.151515151515151
769,13,17.666666666666668
770,5,23.0
771,4,23.0
772,11,4.6
773,10,18.666666666666668
774,11,10.8
775,9,21.75
776,4,22.666666666666668
777,27,13.192307692307692
778,43,4.238095238095238
779,7,24.833333333333332
780,19,6.055555555555555
781,8,19.857142857142858
782,5,28.0
783,4,25.0
784,8,18.285714285714285
785,11,22.7
786,100,3.1818181818181817
787,41,7.65
788,4,27.666666666666668
789,12,24.727272727272727
790,5,11.75
791,15,3.9285714285714284
792,9,8.75
793,6,20.2
794,6,25.6
795,13,18.333333333333332
796,8,16.428571428571427
797,19,17.555555555555557
798,13,12.5
799,16,7.0
800,22,12.19047619047619
801,6,15.2
802,7,5.5
803,8,20.571428571428573
804,16,17.6
805,5,30.0
806,14,15.076923076923077
807,22,9.619047619047619
808,4,20.333333333333332
809,22,6.857142857142857
810,4,19.333333333333332
811,8,20.428571428571427
812,48,7.319148936170213
813,6,27.0
814,4,18.666666666666668
815,4,9.0
816,5,22.0
817,16,20.733333333333334
818,70,5.188405797101449
819,5,13.25
820,5,17.75
821,4,14.333333333333334
822,4,22.333333333333332
823,7,19.333333333333332
824,22,14.666666666666666
825,10,21.22222222222222
826,4,17.0
827,8,21.285714285714285
828,7,20.5
829,4,12.333333333333334
830,7,23.0
831,20,15.68421052631579
832,6,27.6
833,12,21.181818181818183
834,22,11.904761904761905
835,5,23.25
836,14,17.46153846153846
837,5,7.0
838,24,12.130434782608695
839,27,11.192307692307692
840,10,19.666666666666668
841,16,19.0
842,13,11.25
843,5,27.0
844,19,15.38888888888889
845,23,6.681818181818182
846,5,14.75
847,38,9.72972972972973
848,44,5.813953488372093
849,30,6.379310344827586
850,8,9.857142857142858
851,7,9.166666666666666
852,38,9.837837837837839
853,19,8.944444444444445
854,84,3.6265060240963853
855,16,18.133333333333333
856,5,16.5
857,47,7.586956521739131
858,31,9.933333333333334
859,8,7.714285714285714
860,20,13.947368421052632
861,4,24.0
862,8,11.714285714285714
863,11,20.7
864,30,10.068965517241379
865,4,20.333333333333332
866,23,16.045454545454547
867,6,26.8
868,86,4.294117647058823
869,5,16.25
870,45,8.295454545454545
871,8,28.428571428571427
872,5,25.0
873,9,8.375
874,14,8.076923076923077
875,5,8.75
876,5,14.75
877,13,24.416666666666668
878,7,6.666666666666667
879,57,6.357142857142857
880,50,3.2653061224489797
881,18,15.0
882,5,12.5
883,13,17.583333333333332
884,4,26.333333333333332
885,22,13.523809523809524
886,23,12.954545454545455
887,9,17.375
888,16,4.2
889,6,25.0
890,21,12.8
891,16,19.4
892,13,6.916666666666667
893,29,9.428571428571429
894,67,5.424242424242424
895,6,20.0
896,27,11.307692307692308
897,5,19.5
898,53,6.403846153846154
899,11,2.6
900,8,12.0
901,5,20.25
902,4,17.333333333333332
903,8,16.714285714285715
904,9,24.625
905,5,14.0
906,5,26.0
907,24,9.91304347826087
908,6,22.4
909,4,14.0
910,13,7.75
911,40,8.974358974358974
912,8,6.428571428571429
913,28,13.333333333333334
914,34,8.151515151515152
915,10,19.11111111111111
916,7,23.0
917,26,7.04
918,5,17.75
919,11,17.5
920,5,11.75
921,13,21.416666666666668
922,4,26.333333333333332
923,13,13.333333333333334
924,15,21.714285714285715
925,4,10.666666666666666
926,8,11.857142857142858
927,5,4.25
928,9,15.75
929,4,7.666666666666667
930,5,20.25
931,4,26.333333333333332
932,32,10.387096774193548
933,33,10.84375
934,6,24.0
935,19,15.222222222222221
936,7,27.666666666666668
937,11,14.6
938,15,21.857142857142858
939,7,22.666666666666668
940,8,17.714285714285715
941,10,6.888888888888889
942,10,6.0
943,4,18.666666666666668
944,4,11.666666666666666
945,10,19.666666666666668
946,19,18.944444444444443
947,40,9.102564102564102
948,10,19.0
949,9,17.625
950,16,17.533333333333335
951,4,25.0
952,4,21.333333333333332
953,10,15.88888888888889
954,12,18.454545454545453
955,6,9.0
956,12,19.363636363636363
957,33,5.6875
958,38,9.08108108108108
959,10,24.444444444444443
960,20,7.473684210526316
961,50,7.36734693877551
962,28,13.074074074074074
963,49,4.583333333333333
964,100,2.272727272727273
965,6,18.8
966,16,11.733333333333333
967,5,30.0
968,59,6.275862068965517
969,12,14.181818181818182
970,7,13.166666666666666
971,25,14.625
972,23,9.5
973,26,12.28
974,7,28.333333333333332
975,32,11.548387096774194
976,5,6.0
977,14,14.615384615384615
978,15,17.357142857142858
979,15,17.714285714285715
980,47,7.782608695652174
981,7,4.166666666666667
982,14,24.076923076923077
983,7,21.333333333333332
984,51,2.14
985,10,15.444444444444445
986,21,9.1
987,8,18.571428571428573
988,4,24.666666666666668
989,4,12.0
990,10,14.0
991,6,14.2
992,22,16.238095238095237
993,14,14.923076923076923
994,11,17.5
995,36,9.142857142857142
996,5,19.5
997,18,17.11764705882353
998,27,8.192307692307692
999,39,8.842105263157896
1000,8,13.428571428571429
1001,6,27.8
1002,19,15.277777777777779
1003,9,8.75
1004,56,6.127272727272727
1005,11,14.1
1006,5,26.75
1007,9,10.125
1008,7,14.5
1009,20,15.842105263157896
1010,5,23.0
1011,8,22.857142857142858
1012,9,10.375
1013,20,8.894736842105264
1014,7,24.166666666666668
1015,12,16.454545454545453
1016,6,14.4
1017,6,24.0
1018,87,4.174418604651163
1019,10,23.0
1020,5,12.0
1021,33,9.6875
1022,79,4.32051282051282
1023,16,6.066666666666666
1024,100,0.6666666666666666
1025,8,20.571428571428573
1026,6,11.8
1027,48,5.787234042553192
1028,4,26.333333333333332
1029,27,11.307692307692308
1030,4,30.0
1031,10,26.77777777777778
1032,4,30.0
1033,5,19.5
1034,7,17.333333333333332
1035,28,10.88888888888889
1036,32,6.451612903225806
1037,8,21.0
1038,15,15.142857142857142
1039,7,21.833333333333332
1040,9,9.625
1041,16,8.733333333333333
1042,8,15.714285714285714
1043,10,24.0
1044,27,10.26923076923077
1045,4,22.333333333333332
1046,4,21.0
1047,13,20.25
1048,4,14.0
1049,18,12.411764705882353
1050,27,11.538461538461538
1051,13,10.166666666666666
1052,21,10.45
1053,5,19.0
1054,6,21.4
1055,16,6.066666666666666
1056,17,18.625
1057,4,13.333333333333334
1058,44,8.44186046511628
1059,36,7.4
1060,11,18.2
1061,4,22.0
1062,13,8.583333333333334
1063,4,25.666666666666668
1064,8,20.285714285714285
1065,6,22.6
1066,55,4.314814814814815
1067,19,12.777777777777779
1068,4,22.333333333333332
1069,7,25.833333333333332
1070,5,27.0
1071,9,11.0
1072,16,6.466666666666667
1073,6,25.0
1074,4,14.666666666666666
1075,84,2.9036144578313254
1076,8,24.714285714285715
1077,13,13.666666666666666
1078,9,6.25
1079,9,21.75
1080,13,7.083333333333333
1081,8,10.428571428571429
1082,9,23.875
1083,21,12.2
1084,34,9.090909090909092
1085,4,22.0
1086,6,4.0
1087,5,30.0
1088,16,15.866666666666667
1089,16,12.266666666666667
1090,5,2.5
1091,6,23.2
1092,9,5.625
1093,9,16.125
1094,6,14.8
1095,32,10.96774193548387
1096,20,7.7368421052631575
1097,4,29.333333333333332
1098,4,24.0
1099,9,10.125
1100,8,9.0
1101,24,14.043478260869565
1102,10,22.11111111111111
1103,8,11.857142857142858
1104,8,10.714285714285714
1105,8,8.0
1106,9,11.5
1107,33,7.9375
1108,10,17.22222222222222
1109,39,8.842105263157896
1110,5,24.5
1111,13,9.416666666666666
1112,12,16.545454545454547
1113,5,26.75
1114,4,29.333333333333332
1115,13,13.0
1116,16,13.466666666666667
1117,6,15.8
1118,10,15.333333333333334
1119,6,30.0
1120,75,4.121621621621622
1121,5,21.0
1122,21,10.1
1123,8,16.714285714285715
1124,11,20.5
1125,6,13.0
1126,11,24.7
1127,7,15.166666666666666
1128,9,25.625
1129,4,6.666666666666667
1130,50,6.346938775510204
1131,8,11.571428571428571
1132,13,11.333333333333334
1133,7,21.0
1134,11,3.4
1135,5,22.25
1136,26,12.84
1137,16,18.333333333333332
1138,60,5.135593220338983
1139,30,12.448275862068966
1140,12,14.181818181818182
1141,31,7.6
1142,39,9.447368421052632
1143,4,24.666666666666668
1144,4,26.0
1145,4,7.666666666666667
1146,4,17.0
1147,16,13.4
1148,5,12.5
1149,5,7.0
1150,48,4.191489361702128
1151,6,29.6
1152,5,28.75
1153,7,25.666666666666668
1154,4,14.0
1155,19,12.444444444444445
1156,17,17.3125
1157,16,5.066666666666666
1158,10,16.0
1159,6,24.8
1160,6,30.0
1161,10,13.0
1162,23,9.636363636363637
1163,12,15.636363636363637
1164,79,4.67948717948718
1165,24,11.26086956521739
1166,10,17.22222222222222
1167,6,11.6
1168,4,14.333333333333334
1169,14,9.76923076923077
1170,17,15.625
1171,36,8.742857142857142
1172,4,12.0
1173,56,6.418181818181818
1174,4,30.0
1175,6,25.0
1176,12,13.727272727272727
1177,52,7.019607843137255
1178,12,23.90909090909091
1179,11,20.2
1180,12,22.545454545454547
1181,11,22.6
1182,4,22.666666666666668
1183,5,23.5
1184,9,10.375
1185,11,18.1
1186,18,11.0
1187,4,6.666666666666667
1188,11,10.4
1189,8,12.285714285714286
1190,4,13.666666666666666
1191,48,7.595744680851064
1192,4,26.333333333333332
1193,4,17.0
1194,5,20.5
1195,5,21.75
1196,23,14.681818181818182
1197,78,4.7272727272727275
1198,7,16.333333333333332
1199,44,8.255813953488373
1200,5,26.75
1201,7,27.666666666666668
1202,62,5.983606557377049
1203,36,6.742857142857143
1204,11,17.0
1205,7,20.0
1206,19,7.0
1207,6,22.4
1208,6,30.0
1209,9,10.25
1210,18,16.764705882352942
1211,5,6.5
1212,15,11.214285714285714
1213,43,5.380952380952381
1214,8,25.285714285714285
1215,15,19.642857142857142
1216,29,7.642857142857143
1217,10,9.11111111111111
1218,4,4.666666666666667
1219,25,9.416666666666666
1220,16,13.733333333333333
1221,27,7.884615384615385
1222,5,23.0
1223,4,9.333333333333334
1224,13,15.583333333333334
1225,27,12.153846153846153
1226,6,3.4
1227,5,19.75
1228,4,29.666666666666668
1229,4,30.0
1230,4,18.666666666666668
1231,17,16.875
1232,25,11.5
1233,9,22.375
1234,19,9.277777777777779
1235,9,19.75
1236,21,10.85
1237,29,10.571428571428571
1238,30,12.551724137931034
1239,4,19.666666666666668
1240,63,4.887096774193548
1241,14,19.846153846153847
1242,72,4.267605633802817
1243,11,18.9
1244,10,16.333333333333332
1245,6,23.2
1246,53,3.3846153846153846
1247,9,15.375
1248,4,28.666666666666668
1249,19,15.944444444444445
1250,54,6.0
1251,20,12.526315789473685
1252,14,17.0
1253,8,10.571428571428571
1254,26,14.36
1255,7,9.166666666666666
1256,6,18.4
1257,4,29.666666666666668
1258,12,9.0
1259,15,8.642857142857142
1260,12,15.272727272727273
1261,10,19.555555555555557
1262,4,29.666666666666668
1263,27,11.961538461538462
1264,51,7.28
1265,6,25.0
1266,14,15.461538461538462
1267,28,12.148148148148149
1268,6,8.2
1269,6,7.0
1270,13,16.0
1271,49,7.583333333333333
1272,20,15.052631578947368
1273,8,21.571428571428573
1274,11,26.5
1275,7,12.166666666666666
1276,10,13.0
1277,7,21.833333333333332
1278,5,21.25
1279,9,20.625
1280,31,9.166666666666666
1281,22,10.952380952380953
1282,5,23.25
1283,12,5.545454545454546
1284,11,20.0
1285,47,5.043478260869565
1286,8,22.857142857142858
1287,8,19.428571428571427
1288,9,9.75
1289,5,18.75
1290,11,10.5
1291,21,5.8
1292,21,16.05
1293,21,7.1
1294,4,9.666666666666666
1295,6,21.8
1296,16,17.533333333333335
1297,7,13.166666666666666
1298,9,22.875
1299,9,25.0
1300,7,9.5
1301,13,21.0
1302,4,30.0
1303,7,16.333333333333332
1304,5,11.0
1305,6,14.6
1306,7,5.166666666666667
1307,5,30.0
1308,4,30.0
1309,16,15.266666666666667
1310,100,2.2626262626262625
1311,18,5.0
1312,6,21.4
1313,12,5.181818181818182
1314,22,12.047619047619047
1315,10,20.333333333333332
1316,9,17.125
1317,9,25.375
1318,4,11.666666666666666
1319,7,21.5
1320,26,11.28
1321,18,17.941176470588236
1322,5,29.0
1323,8,11.142857142857142
1324,5,16.25
1325,9,17.125
1326,9,13.375
1327,24,10.347826086956522
1328,10,11.0
